# ----------------------------------------------------------------------
#       JWST/NIRCam WFSS Sensitivity Curve (Cycle-1) 
# 
#       /filter: F356W    /module: B   /pupil: R
# 
# Generated using data from PID 1536, 1537, 1538 (PI: Gordon; 6 observations)
# ObsID: jw01536083001_02107_00001
#        jw01536083001_02107_00002
#        jw01537031001_02107_00001
#        jw01537031001_02107_00002
#        jw01538059001_02107_00001
#        jw01538059001_02107_00002
# Flux Calibration Uncertainty (16-50-84th percentile in FWHM) = 1.73-1.93-2.28%
# Please note that the wavelength space might not be uniform.
# ----------------------------------------------------------------------
# How to use this file? When you have a spectrum extracted as:
#       wavelength sequence [in unit of micron]:   arr_wave
#       spectral sequence   [in unit of DN/S]:     arr_spec
# If the spectrum has to be resampled, do not sum the DN/s along the dispersion direction.
# Simply interpolate the `wavelength` and `DN/s/Jy` column of this table, like:
# >> from scipy import interpolate
# >> ## interpolate the sensitivity curve:
# >> func_sens = interpolate.UnivariateSpline(tb_sens['wavelength'], tb_sens['DN/s/Jy'], ext = 'zeros', k = 1)
# >> ## apply the sensitivity curve: 
# >> arr_spec_mJy = arr_spec / func_sens(arr_wave) * 1e3 # unit: mJy
# ----------------------------------------------------------------------
# Produced by Mr. Fengwu Sun (Steward Observatory, UofArizona), 2022/09/20
# Contact:        fengwusun[AT]arizona.edu 
# ----------------------------------------------------------------------
wavelength DN/s/Jy DN/s/Jy_err
3.0720 410.0 7.5
3.0750 592.3 236.2
3.0812 716.5 222.1
3.0862 1039.3 336.1
3.0913 1404.8 199.5
3.0962 1881.7 62.0
3.1013 2696.8 124.8
3.1063 3455.6 175.9
3.1113 4838.2 172.9
3.1162 6401.6 123.7
3.1212 8623.5 244.9
3.1262 10654.6 230.3
3.1312 12264.7 243.1
3.1362 13910.5 241.4
3.1413 15076.7 262.5
3.1463 15988.5 314.4
3.1513 16378.4 284.3
3.1562 16782.4 313.1
3.1612 16865.1 344.4
3.1662 16978.1 297.7
3.1712 17005.4 351.1
3.1763 16996.8 329.7
3.1813 16997.1 369.3
3.1863 17072.6 362.4
3.1913 17023.2 291.0
3.1963 17074.3 335.0
3.2012 17164.2 494.4
3.2062 17361.7 370.5
3.2112 17426.8 468.4
3.2163 17494.1 327.1
3.2212 17599.2 324.7
3.2263 17386.3 450.4
3.2313 17496.7 423.3
3.2363 17503.9 338.3
3.2412 17534.6 413.6
3.2462 17485.7 348.1
3.2512 17495.4 308.6
3.2562 17726.0 311.7
3.2612 17631.3 297.4
3.2663 17503.2 514.5
3.2713 17462.7 304.7
3.2763 17590.2 325.9
3.2812 17487.7 305.1
3.2862 17562.4 338.0
3.2912 17455.6 342.3
3.2962 17579.7 312.1
3.3013 17519.0 304.1
3.3063 17856.6 301.5
3.3113 17883.9 333.6
3.3163 17761.6 353.8
3.3213 18061.4 343.1
3.3262 18053.7 333.5
3.3312 17733.5 382.1
3.3362 18051.1 305.1
3.3413 18096.4 329.3
3.3462 18020.4 468.0
3.3513 18155.5 409.2
3.3563 18134.9 359.2
3.3613 18304.3 329.3
3.3662 18585.2 329.5
3.3712 18538.6 412.8
3.3762 18330.7 407.2
3.3812 18411.2 398.3
3.3862 18429.3 322.1
3.3913 18324.8 363.7
3.3963 18345.4 341.7
3.4013 18443.8 317.5
3.4062 18499.3 312.2
3.4112 18512.5 341.8
3.4162 18554.4 317.2
3.4212 18550.2 416.4
3.4263 18486.3 390.7
3.4313 18610.7 343.1
3.4363 18620.2 314.2
3.4413 18651.4 393.5
3.4463 18647.1 451.1
3.4512 18577.2 391.1
3.4562 18583.3 367.1
3.4612 18805.2 395.1
3.4663 18822.9 387.8
3.4712 18624.9 334.2
3.4763 18913.7 408.4
3.4813 18746.9 370.6
3.4863 18545.7 333.7
3.4912 18778.5 333.5
3.4962 18779.1 333.4
3.5012 18811.8 319.6
3.5062 18766.5 426.2
3.5112 18735.6 318.5
3.5163 18731.8 369.9
3.5213 18760.9 320.8
3.5263 18651.2 378.6
3.5312 18914.7 403.1
3.5362 18810.0 384.6
3.5412 19002.6 402.5
3.5462 18975.0 324.0
3.5513 18883.8 399.1
3.5563 19005.4 344.1
3.5613 19058.3 382.4
3.5663 18859.7 374.2
3.5713 18920.3 319.9
3.5762 18722.0 342.2
3.5812 18849.0 340.6
3.5862 18950.1 342.4
3.5913 18906.9 351.3
3.5962 19107.2 327.5
3.6013 18799.1 320.2
3.6063 18822.5 323.8
3.6113 18906.8 325.8
3.6162 18784.5 338.6
3.6212 18906.8 346.6
3.6262 18997.7 386.3
3.6312 18883.7 327.5
3.6362 18881.9 327.6
3.6413 19105.5 359.2
3.6463 19060.3 389.8
3.6513 18967.8 342.6
3.6562 18960.0 397.3
3.6612 19116.8 393.0
3.6662 19031.3 389.3
3.6712 18864.2 473.3
3.6763 19129.5 426.4
3.6813 19016.5 383.5
3.6863 19093.6 337.3
3.6913 19145.3 361.5
3.6963 19057.1 383.4
3.7012 19313.1 326.3
3.7062 19137.4 510.9
3.7112 19076.3 374.6
3.7163 19140.2 370.5
3.7212 18772.8 456.7
3.7263 18768.2 345.6
3.7313 18853.5 324.1
3.7363 18719.2 352.3
3.7412 18834.9 470.2
3.7462 19046.1 326.0
3.7512 18972.4 425.9
3.7562 18896.2 336.8
3.7612 18790.1 350.5
3.7663 18800.8 387.4
3.7713 18652.5 321.3
3.7763 18684.8 426.3
3.7812 18798.3 434.0
3.7862 18731.2 384.5
3.7912 18405.2 327.6
3.7962 18234.3 368.5
3.8013 18172.8 444.0
3.8063 18403.6 422.1
3.8113 18389.5 457.7
3.8163 18117.3 362.4
3.8213 18066.1 340.8
3.8262 18329.1 309.2
3.8312 17911.3 456.1
3.8362 18119.6 458.0
3.8413 18039.5 304.5
3.8462 18251.0 394.9
3.8513 18277.1 342.3
3.8563 18205.1 440.8
3.8613 17844.3 337.1
3.8662 17682.1 327.4
3.8712 17865.2 355.6
3.8762 17953.2 561.6
3.8812 17842.6 381.4
3.8862 17598.1 311.4
3.8913 17620.2 335.0
3.8963 17272.4 300.7
3.9013 17287.3 292.6
