# ----------------------------------------------------------------------
#       JWST/NIRCam WFSS Sensitivity Curve (Cycle-1) 
# 
#       /filter: F410M    /module: B   /pupil: R
# 
# Generated using data from PID 1536, 1537, 1538 (PI: Gordon; 6 observations)
# ObsID: jw01536084001_02105_00001
#        jw01536084001_02105_00002
#        jw01537042001_06101_00001
#        jw01537042001_06101_00002
#        jw01538073001_06101_00001
#        jw01538073001_06101_00002
# Flux Calibration Uncertainty (16-50-84th percentile in FWHM) = 1.33-1.59-2.18%
# Please note that the wavelength space might not be uniform.
# ----------------------------------------------------------------------
# How to use this file? When you have a spectrum extracted as:
#       wavelength sequence [in unit of micron]:   arr_wave
#       spectral sequence   [in unit of DN/S]:     arr_spec
# If the spectrum has to be resampled, do not sum the DN/s along the dispersion direction.
# Simply interpolate the `wavelength` and `DN/s/Jy` column of this table, like:
# >> from scipy import interpolate
# >> ## interpolate the sensitivity curve:
# >> func_sens = interpolate.UnivariateSpline(tb_sens['wavelength'], tb_sens['DN/s/Jy'], ext = 'zeros', k = 1)
# >> ## apply the sensitivity curve: 
# >> arr_spec_mJy = arr_spec / func_sens(arr_wave) * 1e3 # unit: mJy
# ----------------------------------------------------------------------
# Produced by Mr. Fengwu Sun (Steward Observatory, UofArizona), 2022/09/20
# Contact:        fengwusun[AT]arizona.edu 
# ----------------------------------------------------------------------
wavelength DN/s/Jy DN/s/Jy_err
3.8165 270.9 72.9
3.8215 431.1 141.5
3.8262 517.7 90.2
3.8312 656.9 230.8
3.8362 865.7 164.7
3.8413 1032.3 84.5
3.8462 1508.8 178.2
3.8513 2167.9 106.0
3.8563 2638.2 171.2
3.8613 3271.5 248.1
3.8662 4320.6 126.6
3.8712 5315.8 195.5
3.8762 6123.4 339.8
3.8812 7266.1 388.4
3.8862 8852.0 411.7
3.8913 10294.2 275.2
3.8963 11846.7 360.4
3.9013 13289.4 181.9
3.9062 14194.9 197.3
3.9112 15022.5 219.8
3.9162 15608.7 262.7
3.9212 16024.4 251.1
3.9263 16425.0 228.5
3.9313 16226.7 205.4
3.9363 16404.5 238.1
3.9413 16603.4 283.8
3.9463 16348.1 243.8
3.9512 16612.1 250.0
3.9562 16549.4 268.3
3.9612 16613.3 277.6
3.9663 16479.2 373.4
3.9712 16538.8 418.4
3.9763 16264.2 223.3
3.9813 16430.8 287.8
3.9863 16588.9 234.8
3.9912 16472.3 250.5
3.9962 16432.8 314.6
4.0013 16449.7 218.1
4.0062 16724.8 272.7
4.0113 16599.5 364.6
4.0162 16356.3 245.8
4.0213 16173.5 223.4
4.0263 16569.5 282.7
4.0312 16497.0 207.6
4.0362 16476.5 273.8
4.0412 16427.6 252.2
4.0463 16175.2 339.9
4.0512 15977.2 350.6
4.0563 16304.9 370.3
4.0612 16167.5 250.0
4.0663 16426.4 247.2
4.0713 16328.3 245.9
4.0762 16137.1 203.6
4.0813 16314.6 208.4
4.0862 16175.5 225.1
4.0913 15935.2 244.0
4.0962 16181.4 205.8
4.1013 16139.5 228.7
4.1062 15955.2 199.9
4.1113 16227.2 260.7
4.1162 16216.6 208.7
4.1212 16161.4 215.5
4.1263 16082.8 256.2
4.1312 16162.4 253.5
4.1363 16011.5 236.6
4.1412 16135.4 332.6
4.1463 15968.0 270.8
4.1513 16013.9 288.7
4.1562 15781.9 263.1
4.1612 15939.5 242.3
4.1662 15869.5 270.9
4.1713 15987.4 295.7
4.1762 15808.5 300.3
4.1813 15901.9 330.6
4.1862 15900.4 246.4
4.1913 16009.0 267.3
4.1963 15986.5 225.9
4.2012 15783.4 337.3
4.2063 15487.5 196.3
4.2112 15685.5 224.2
4.2163 15705.3 248.8
4.2212 15529.3 295.2
4.2263 15560.4 253.1
4.2312 15310.8 192.0
4.2363 15437.3 298.0
4.2412 15224.7 195.7
4.2462 15240.2 332.9
4.2513 14947.8 188.1
4.2562 14730.2 238.4
4.2613 14613.9 318.8
4.2662 13966.0 348.3
4.2713 13790.3 226.2
4.2763 12728.0 164.2
4.2812 11743.5 277.5
4.2862 10597.3 338.0
4.2912 9406.1 385.7
4.2963 7933.6 373.1
4.3012 7205.9 340.2
4.3063 6083.1 127.7
4.3112 5045.8 291.7
4.3163 4186.0 287.8
4.3213 3184.7 169.9
4.3262 2941.1 151.6
4.3313 2244.7 97.4
4.3362 1792.0 163.4
4.3413 1425.0 97.1
4.3460 1249.0 545.8
4.3510 1513.3 22.7
4.3560 656.9 317.8
4.3613 528.1 57.1
4.3662 553.4 6.9
