# ----------------------------------------------------------------------
#       JWST/NIRCam WFSS Sensitivity Curve (Cycle-1) 
# 
#       /filter: F356W    /module: A   /pupil: R
# 
# Generated using data from PID 1536, 1537, 1538 (PI: Gordon; 6 observations)
# ObsID: jw01536081001_02107_00001
#        jw01536081001_02107_00002
#        jw01537030001_02107_00001
#        jw01537030001_02107_00002
#        jw01538058001_02107_00001
#        jw01538058001_02107_00002
# Flux Calibration Uncertainty (16-50-84th percentile in FWHM) = 0.99-1.27-1.66%
# Please note that the wavelength space might not be uniform.
# ----------------------------------------------------------------------
# How to use this file? When you have a spectrum extracted as:
#       wavelength sequence [in unit of micron]:   arr_wave
#       spectral sequence   [in unit of DN/S]:     arr_spec
# If the spectrum has to be resampled, do not sum the DN/s along the dispersion direction.
# Simply interpolate the `wavelength` and `DN/s/Jy` column of this table, like:
# >> from scipy import interpolate
# >> ## interpolate the sensitivity curve:
# >> func_sens = interpolate.UnivariateSpline(tb_sens['wavelength'], tb_sens['DN/s/Jy'], ext = 'zeros', k = 1)
# >> ## apply the sensitivity curve: 
# >> arr_spec_mJy = arr_spec / func_sens(arr_wave) * 1e3 # unit: mJy
# ----------------------------------------------------------------------
# Produced by Mr. Fengwu Sun (Steward Observatory, UofArizona), 2022/09/20
# Contact:        fengwusun[AT]arizona.edu 
# ----------------------------------------------------------------------
wavelength DN/s/Jy DN/s/Jy_err
3.0682 187.0 1.7
3.0732 182.9 37.3
3.0782 328.5 92.3
3.0833 374.2 119.4
3.0882 545.8 117.3
3.0933 307.0 175.7
3.0987 660.4 56.9
3.1037 804.0 138.4
3.1090 1138.6 81.2
3.1140 1673.6 94.9
3.1190 2321.8 54.6
3.1240 3561.9 234.2
3.1290 4709.3 91.8
3.1340 6651.8 209.9
3.1390 8962.2 257.4
3.1440 11500.8 389.1
3.1490 14029.8 321.2
3.1540 16085.3 184.2
3.1590 17510.5 286.7
3.1640 18683.3 174.4
3.1690 19464.2 275.6
3.1740 19744.0 180.8
3.1790 19616.8 268.9
3.1840 19910.2 200.2
3.1890 20118.3 335.3
3.1940 20319.7 186.7
3.1990 20057.1 191.4
3.2040 20290.1 349.7
3.2090 20295.7 311.7
3.2140 20498.8 289.7
3.2190 20295.4 387.0
3.2240 20592.4 330.0
3.2290 20573.5 237.2
3.2340 20659.4 304.5
3.2390 20687.2 189.4
3.2440 20788.1 254.6
3.2490 20506.8 244.2
3.2540 20873.5 254.2
3.2590 20820.0 199.9
3.2640 20911.6 195.7
3.2690 20835.7 367.9
3.2740 21001.1 318.7
3.2790 21070.6 344.6
3.2840 21089.0 283.8
3.2890 21224.0 322.3
3.2940 21333.0 198.2
3.2990 21690.7 214.6
3.3040 21386.0 303.4
3.3090 21654.6 263.4
3.3140 21851.6 253.5
3.3190 21637.5 270.3
3.3240 21669.1 342.9
3.3290 21754.4 262.7
3.3340 21814.4 254.0
3.3390 22103.7 254.0
3.3440 22260.4 217.4
3.3490 22368.0 291.9
3.3540 22496.9 295.5
3.3590 22275.3 338.8
3.3640 22436.8 228.4
3.3690 22575.4 381.4
3.3740 22334.9 294.7
3.3790 22596.8 354.1
3.3840 22685.8 215.8
3.3890 22972.3 238.9
3.3940 23137.1 231.1
3.3990 22972.1 380.0
3.4040 22910.4 283.5
3.4090 23198.7 281.7
3.4140 23498.4 460.9
3.4190 23271.1 318.6
3.4240 23333.9 375.8
3.4290 23189.6 242.0
3.4340 23363.2 241.9
3.4390 23413.7 219.0
3.4440 23516.6 419.5
3.4490 23522.3 345.0
3.4540 23511.9 232.2
3.4590 23595.5 242.7
3.4640 23297.0 326.1
3.4690 23692.3 366.0
3.4740 23642.3 320.2
3.4790 23841.0 433.2
3.4840 23938.4 221.6
3.4890 23918.4 376.4
3.4940 23778.4 351.9
3.4990 23732.5 234.5
3.5040 23512.7 239.2
3.5090 23658.0 304.1
3.5140 23643.5 301.8
3.5190 23922.8 280.7
3.5240 24074.5 329.4
3.5290 23930.0 344.1
3.5340 23946.9 266.9
3.5390 23870.0 338.5
3.5440 23902.5 249.4
3.5490 24237.3 227.4
3.5540 23980.8 322.7
3.5590 24333.5 301.1
3.5640 23659.5 351.4
3.5690 23834.0 242.0
3.5740 23872.1 283.4
3.5790 23950.9 318.4
3.5840 23823.5 425.4
3.5890 23535.0 230.0
3.5940 24259.7 318.8
3.5990 24217.2 314.4
3.6040 24136.5 273.8
3.6090 24285.8 550.6
3.6140 24287.6 278.3
3.6190 24460.9 289.4
3.6240 24356.5 345.1
3.6290 24493.1 299.4
3.6340 24497.7 364.5
3.6390 24486.1 278.9
3.6440 24457.7 269.6
3.6490 24727.0 399.0
3.6540 24624.3 667.3
3.6590 24897.3 437.8
3.6640 24632.2 307.5
3.6690 24736.3 299.8
3.6740 25124.8 482.6
3.6790 24494.9 442.1
3.6840 24626.7 315.1
3.6890 24965.4 240.6
3.6940 24902.6 267.0
3.6990 24952.1 300.2
3.7040 24841.5 251.7
3.7090 24764.2 341.9
3.7140 24789.5 481.6
3.7190 24773.5 280.5
3.7240 24590.2 323.7
3.7290 24651.9 235.4
3.7340 24981.8 250.8
3.7390 25064.4 527.9
3.7440 25366.1 492.4
3.7490 24990.0 443.4
3.7540 25111.8 241.9
3.7590 24742.1 361.5
3.7640 24735.4 345.8
3.7690 24523.5 304.2
3.7740 24708.1 286.7
3.7790 24351.3 567.4
3.7840 24656.5 309.8
3.7890 24890.3 232.4
3.7940 24422.6 346.2
3.7990 24175.7 297.5
3.8040 24367.6 305.8
3.8090 24338.5 227.9
3.8140 24343.4 245.8
3.8190 24571.6 296.5
3.8240 24343.1 411.9
3.8290 24406.0 330.8
3.8340 24274.7 404.0
3.8390 24566.7 287.6
3.8440 24268.5 235.3
3.8490 24201.2 402.1
3.8540 24510.5 316.8
3.8590 24055.1 325.7
3.8640 23918.6 492.8
3.8690 23729.9 358.0
3.8740 23652.9 216.6
3.8790 23452.2 301.5
3.8840 23211.7 250.8
3.8890 22755.4 217.0
3.8940 22864.2 248.2
3.8990 22397.1 260.6
3.9040 22151.2 219.2
3.9090 22126.6 419.6
3.9140 21666.0 225.2
3.9190 21293.3 311.7
3.9240 21049.6 335.9
3.9290 20471.5 208.1
3.9340 19870.5 186.8
3.9390 18886.7 237.3
3.9440 17642.0 229.9
3.9490 16362.7 308.3
3.9540 14933.0 189.5
3.9590 13264.8 316.0
3.9640 11519.7 136.2
3.9690 9990.6 322.7
3.9740 8340.6 187.9
3.9790 6912.6 226.6
3.9840 5528.9 299.1
3.9890 4575.3 148.5
3.9945 3896.5 367.0
3.9995 3420.6 464.0
4.0045 2708.2 206.3
4.0095 2165.2 192.4
4.0145 1840.3 174.9
4.0195 1355.7 118.2
4.0250 1003.6 10.3
4.0300 837.1 110.0
